"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","euftf","gincdif","lrscale","polintr","stflife","trstplc","vote","imueclt","atchctr","atcherp","crmvct","pray","rlgdgr","gndr","age"
"ESS3e03_7",3,"3.7","01.12.2018",44,"AT",0.8286,0.63305193,0.28911608,1,2,5,4,7,6,1,3,,,2,1,10,2,31.25
"ESS3e03_7",3,"3.7","01.12.2018",50,"AT",0.8286,0.959949,0.28911608,4,2,5,3,7,6,1,4,,,2,4,8,1,75.58
"ESS3e03_7",3,"3.7","01.12.2018",51,"AT",1.2429,1.1006993,0.28911608,7,1,2,3,5,7,3,5,,,2,7,1,2,17.08
"ESS3e03_7",3,"3.7","01.12.2018",54,"AT",1.2429,1.1006993,0.28911608,5,2,3,3,2,2,1,5,,,2,6,2,2,22.08
"ESS3e03_7",3,"3.7","01.12.2018",57,"AT",0.8286,1.2758402,0.28911608,5,2,4,1,8,6,1,7,,,2,5,6,1,73.42
"ESS3e03_7",3,"3.7","01.12.2018",59,"AT",0.4143,0.6379201,0.28911608,2,4,8,3,6,8,1,2,,,2,6,6,1,78.75
"ESS3e03_7",3,"3.7","01.12.2018",62,"AT",1.2429,0.90940875,0.28911608,5,2,3,4,7,9,1,4,,,2,1,5,1,34.75
"ESS3e03_7",3,"3.7","01.12.2018",63,"AT",0.4143,0.31652597,0.28911608,6,3,5,2,10,6,1,7,,,2,5,4,2,30.08
"ESS3e03_7",3,"3.7","01.12.2018",65,"AT",0.4143,0.4799745,0.28911608,7,2,3,2,7,9,1,6,,,2,1,9,1,68.08
"ESS3e03_7",3,"3.7","01.12.2018",66,"AT",0.4143,0.20858124,0.28911608,4,1,6,3,5,5,3,8,,,2,6,7,2,35.92
"ESS3e03_7",3,"3.7","01.12.2018",68,"AT",0.8286,0.886352,0.28911608,3,1,2,2,10,3,1,4,,,2,6,4,2,59.25
"ESS3e03_7",3,"3.7","01.12.2018",71,"AT",1.6572,0.83432496,0.28911608,1,2,6,3,4,7,1,8,,,2,2,8,2,44.17
"ESS3e03_7",3,"3.7","01.12.2018",72,"AT",1.2429,1.0567659,0.28911608,7,1,5,2,10,4,1,4,,,2,6,10,1,23.83
"ESS3e03_7",3,"3.7","01.12.2018",74,"AT",0.8286,0.41716248,0.28911608,4,2,1,4,10,10,1,8,,,2,6,5,2,53
"ESS3e03_7",3,"3.7","01.12.2018",77,"AT",0.8286,0.63305193,0.28911608,5,2,88,2,6,6,1,7,,,2,7,2,2,32.17
"ESS3e03_7",3,"3.7","01.12.2018",78,"AT",1.6572,1.4090211,0.28911608,7,3,3,1,8,8,3,5,,,2,7,6,1,16.92
"ESS3e03_7",3,"3.7","01.12.2018",80,"AT",2.0715,2.21588,0.28911608,5,2,3,1,8,8,1,6,,,2,1,6,2,79.83
"ESS3e03_7",3,"3.7","01.12.2018",81,"AT",1.2429,1.1006993,0.28911608,6,3,0,3,8,9,3,5,,,2,3,3,2,15.58
"ESS3e03_7",3,"3.7","01.12.2018",83,"AT",1.6572,0.83432496,0.28911608,10,4,5,3,10,6,1,5,,,2,2,5,2,46.58
"ESS3e03_7",3,"3.7","01.12.2018",84,"AT",0.8286,0.41716248,0.28911608,6,3,5,3,10,8,1,5,,,2,2,5,2,47.67
"ESS3e03_7",3,"3.7","01.12.2018",86,"AT",0.8286,0.959949,0.28911608,3,2,5,3,5,3,1,2,,,2,1,7,1,66.67
"ESS3e03_7",3,"3.7","01.12.2018",87,"AT",0.4143,0.62149215,0.28911608,8,3,4,2,8,5,1,7,,,1,3,4,1,43.08
"ESS3e03_7",3,"3.7","01.12.2018",92,"AT",0.8286,0.959949,0.28911608,2,3,0,4,7,5,1,2,,,2,7,0,1,77.08
"ESS3e03_7",3,"3.7","01.12.2018",93,"AT",0.4143,0.31652597,0.28911608,4,2,88,2,7,4,1,4,,,2,7,7,2,31.92
"ESS3e03_7",3,"3.7","01.12.2018",98,"AT",0.8286,0.72327614,0.28911608,5,2,5,2,7,8,1,0,,,2,7,3,1,44.75
"ESS3e03_7",3,"3.7","01.12.2018",101,"AT",0.8286,0.63305193,0.28911608,5,4,7,3,10,8,1,10,,,1,7,2,2,29.92
"ESS3e03_7",3,"3.7","01.12.2018",102,"AT",0.4143,0.36163807,0.28911608,4,1,5,2,8,5,1,2,,,2,6,6,1,53.58
"ESS3e03_7",3,"3.7","01.12.2018",107,"AT",1.6572,0.83432496,0.28911608,4,2,5,3,9,5,1,8,,,2,1,4,2,47.5
"ESS3e03_7",3,"3.7","01.12.2018",108,"AT",1.6572,1.4465523,0.28911608,2,4,6,2,7,7,1,3,,,2,3,5,1,43.67
"ESS3e03_7",3,"3.7","01.12.2018",114,"AT",0.8286,0.41716248,0.28911608,9,3,4,3,10,9,1,6,,,2,1,9,2,36.17
"ESS3e03_7",3,"3.7","01.12.2018",116,"AT",1.2429,0.62574375,0.28911608,5,3,5,3,7,8,1,5,,,2,6,4,2,40.08
"ESS3e03_7",3,"3.7","01.12.2018",117,"AT",0.8286,1.2758402,0.28911608,5,2,5,2,8,9,1,5,,,2,3,5,1,74.42
"ESS3e03_7",3,"3.7","01.12.2018",119,"AT",1.2429,0.62574375,0.28911608,5,3,5,2,8,8,1,5,,,2,1,8,2,40
"ESS3e03_7",3,"3.7","01.12.2018",120,"AT",1.2429,2.8415408,0.28911608,0,1,88,3,10,8,1,0,,,2,1,5,2,64.25
"ESS3e03_7",3,"3.7","01.12.2018",122,"AT",0.8286,0.7035328,0.28911608,0,1,3,1,10,10,1,0,,,2,1,7,1,41.92
"ESS3e03_7",3,"3.7","01.12.2018",125,"AT",0.8286,0.41716248,0.28911608,1,2,5,3,5,8,1,5,,,2,7,5,2,54.83
"ESS3e03_7",3,"3.7","01.12.2018",126,"AT",2.0715,1.7612765,0.28911608,5,3,4,2,8,7,1,5,,,2,7,3,1,23.33
"ESS3e03_7",3,"3.7","01.12.2018",131,"AT",0.8286,0.959949,0.28911608,8,2,4,2,10,2,1,7,,,2,7,0,1,67.5
"ESS3e03_7",3,"3.7","01.12.2018",132,"AT",1.6572,0.83432496,0.28911608,1,2,4,3,7,9,1,1,,,2,1,10,2,41.92
"ESS3e03_7",3,"3.7","01.12.2018",134,"AT",0.8286,1.5829139,0.28911608,6,2,4,1,6,6,1,6,,,2,7,1,1,64.83
"ESS3e03_7",3,"3.7","01.12.2018",137,"AT",0.4143,0.6379201,0.28911608,5,2,5,3,4,8,1,4,,,1,4,7,1,71.5
"ESS3e03_7",3,"3.7","01.12.2018",138,"AT",0.8286,1.3967173,0.28911608,3,1,5,3,8,2,1,1,,,2,4,7,2,53.17
"ESS3e03_7",3,"3.7","01.12.2018",140,"AT",1.2429,0.62574375,0.28911608,5,1,5,3,9,9,1,8,,,2,7,4,2,51.25
"ESS3e03_7",3,"3.7","01.12.2018",143,"AT",1.2429,1.9137603,0.28911608,3,2,5,4,9,7,1,5,,,2,3,5,1,71.08
"ESS3e03_7",3,"3.7","01.12.2018",144,"AT",1.2429,0.62574375,0.28911608,4,2,5,3,9,8,1,6,,,2,7,2,2,35.75
"ESS3e03_7",3,"3.7","01.12.2018",146,"AT",1.2429,2.8415408,0.28911608,5,1,7,3,9,8,1,3,,,2,5,6,2,57.33
"ESS3e03_7",3,"3.7","01.12.2018",147,"AT",1.2429,1.4399235,0.28911608,4,1,4,1,7,9,1,8,,,2,7,3,1,55.42
"ESS3e03_7",3,"3.7","01.12.2018",152,"AT",0.8286,0.41716248,0.28911608,5,2,4,3,8,8,1,7,,,2,1,10,2,49.17
"ESS3e03_7",3,"3.7","01.12.2018",155,"AT",0.8286,0.886352,0.28911608,2,2,5,3,6,3,1,3,,,2,2,9,2,56.25
"ESS3e03_7",3,"3.7","01.12.2018",159,"AT",0.8286,0.63305193,0.28911608,3,2,5,2,7,8,1,3,,,2,6,5,2,22.33
"ESS3e03_7",3,"3.7","01.12.2018",164,"AT",0.8286,0.959949,0.28911608,4,2,6,2,7,5,1,4,,,2,2,5,1,56.42
"ESS3e03_7",3,"3.7","01.12.2018",167,"AT",0.4143,0.443176,0.28911608,3,1,5,2,9,3,1,9,,,2,1,9,2,71.25
"ESS3e03_7",3,"3.7","01.12.2018",170,"AT",1.6572,1.212545,0.28911608,2,4,5,3,9,9,3,2,,,2,6,7,1,17.08
"ESS3e03_7",3,"3.7","01.12.2018",171,"AT",0.4143,0.4799745,0.28911608,8,2,5,2,5,6,1,4,,,2,2,5,1,67.08
"ESS3e03_7",3,"3.7","01.12.2018",173,"AT",1.6572,1.4090211,0.28911608,0,3,88,2,9,8,1,0,,,2,7,2,1,21.92
"ESS3e03_7",3,"3.7","01.12.2018",174,"AT",1.6572,1.2661039,0.28911608,1,1,6,2,7,4,1,3,,,2,7,2,2,22.33
"ESS3e03_7",3,"3.7","01.12.2018",177,"AT",1.2429,0.62574375,0.28911608,4,1,5,3,6,8,1,5,,,2,5,5,2,41.33
"ESS3e03_7",3,"3.7","01.12.2018",179,"AT",1.6572,1.2661039,0.28911608,88,1,88,3,10,2,1,2,,,1,7,1,2,22.83
"ESS3e03_7",3,"3.7","01.12.2018",180,"AT",2.0715,1.7612765,0.28911608,3,3,6,2,7,6,1,3,,,2,3,6,1,23.5
"ESS3e03_7",3,"3.7","01.12.2018",182,"AT",0.8286,0.7337996,0.28911608,7,2,3,4,7,6,3,8,,,2,4,5,2,15.5
"ESS3e03_7",3,"3.7","01.12.2018",185,"AT",0.4143,0.36163807,0.28911608,3,3,5,3,4,6,1,2,,,2,7,2,1,44.58
"ESS3e03_7",3,"3.7","01.12.2018",191,"AT",0.4143,0.4799745,0.28911608,2,5,5,1,5,9,1,2,,,2,6,8,1,80.67
"ESS3e03_7",3,"3.7","01.12.2018",192,"AT",0.8286,0.72327614,0.28911608,4,3,5,3,7,4,1,5,,,2,6,5,1,40.67
"ESS3e03_7",3,"3.7","01.12.2018",194,"AT",0.8286,1.3967173,0.28911608,1,2,5,3,6,4,1,5,,,2,6,3,2,46
"ESS3e03_7",3,"3.7","01.12.2018",195,"AT",0.4143,0.35225528,0.28911608,0,5,8,3,5,2,1,1,,,2,7,1,1,20.08
"ESS3e03_7",3,"3.7","01.12.2018",198,"AT",0.4143,0.33626834,0.28911608,9,7,77,2,77,7,1,5,,,2,5,6,2,22.08
"ESS3e03_7",3,"3.7","01.12.2018",200,"AT",0.4143,1.0062578,0.28911608,0,1,6,4,5,9,2,1,,,2,88,7,2,64.5
"ESS3e03_7",3,"3.7","01.12.2018",201,"AT",0.8286,0.76838833,0.28911608,6,2,4,2,4,3,1,3,,,2,5,7,1,51.33
"ESS3e03_7",3,"3.7","01.12.2018",204,"AT",0.8286,0.44318175,0.28911608,3,1,5,3,7,1,2,6,,,2,1,10,2,40.5
"ESS3e03_7",3,"3.7","01.12.2018",206,"AT",0.4143,0.47081777,0.28911608,4,1,8,3,3,2,1,7,,,2,1,10,2,56.67
"ESS3e03_7",3,"3.7","01.12.2018",209,"AT",0.4143,0.37422615,0.28911608,2,1,88,2,9,1,1,7,,,2,7,8,1,34.75
"ESS3e03_7",3,"3.7","01.12.2018",212,"AT",0.4143,0.22159088,0.28911608,6,3,1,3,9,3,1,10,,,2,7,9,2,47.67
"ESS3e03_7",3,"3.7","01.12.2018",213,"AT",0.8286,1.3205117,0.28911608,3,2,8,1,8,1,1,8,,,2,6,6,1,36.25
"ESS3e03_7",3,"3.7","01.12.2018",215,"AT",0.8286,1.3517219,0.28911608,7,2,4,2,7,2,1,6,,,2,6,5,2,34.5
"ESS3e03_7",3,"3.7","01.12.2018",216,"AT",0.8286,0.44318175,0.28911608,2,4,88,2,10,8,1,5,,,2,1,8,2,40.5
"ESS3e03_7",3,"3.7","01.12.2018",218,"AT",0.4143,0.33626834,0.28911608,5,1,3,3,7,3,1,9,,,2,1,9,2,33.5
"ESS3e03_7",3,"3.7","01.12.2018",219,"AT",0.8286,1.3471749,0.28911608,8,3,5,3,8,8,3,9,,,2,88,4,2,36.67
"ESS3e03_7",3,"3.7","01.12.2018",222,"AT",1.2429,0.6647726,0.28911608,4,1,5,2,9,6,1,6,,,2,7,1,2,46.5
"ESS3e03_7",3,"3.7","01.12.2018",224,"AT",0.4143,0.33626834,0.28911608,2,4,5,3,8,6,1,5,,,2,2,8,2,26.83
"ESS3e03_7",3,"3.7","01.12.2018",230,"AT",0.4143,0.37422615,0.28911608,7,1,3,2,7,4,1,7,,,2,7,6,1,26.67
"ESS3e03_7",3,"3.7","01.12.2018",233,"AT",0.4143,0.37422615,0.28911608,7,1,4,3,8,5,1,7,,,2,6,5,1,28.92
"ESS3e03_7",3,"3.7","01.12.2018",234,"AT",0.8286,0.6725367,0.28911608,10,3,0,3,5,6,2,5,,,2,1,7,2,26.58
"ESS3e03_7",3,"3.7","01.12.2018",237,"AT",0.8286,0.8636884,0.28911608,2,2,5,3,7,7,2,5,,,2,7,3,1,32.17
"ESS3e03_7",3,"3.7","01.12.2018",242,"AT",0.8286,1.3517219,0.28911608,88,4,5,2,7,4,1,7,,,2,2,7,2,34.5
"ESS3e03_7",3,"3.7","01.12.2018",243,"AT",0.8286,0.76838833,0.28911608,6,4,88,3,5,4,1,8,,,2,6,7,1,46.5
"ESS3e03_7",3,"3.7","01.12.2018",245,"AT",0.8286,1.019823,0.28911608,10,4,5,1,7,6,1,5,,,2,1,3,1,60.83
"ESS3e03_7",3,"3.7","01.12.2018",246,"AT",0.4143,0.67586094,0.28911608,0,1,0,2,0,5,1,10,,,2,2,8,2,27.25
"ESS3e03_7",3,"3.7","01.12.2018",258,"AT",0.4143,0.33626834,0.28911608,5,3,6,4,5,88,1,88,,,8,1,88,2,30
"ESS3e03_7",3,"3.7","01.12.2018",260,"AT",0.4143,0.32204348,0.28911608,5,8,88,3,88,3,1,8,,,2,7,5,1,27.5
"ESS3e03_7",3,"3.7","01.12.2018",263,"AT",1.2429,1.0088049,0.28911608,5,2,88,4,10,1,2,6,,,2,6,4,2,20.58
"ESS3e03_7",3,"3.7","01.12.2018",264,"AT",0.8286,1.4838333,0.28911608,5,3,6,3,5,3,1,88,,,2,88,88,2,36.33
"ESS3e03_7",3,"3.7","01.12.2018",266,"AT",0.4143,0.38978407,0.28911608,5,2,6,3,5,4,1,8,,,2,6,5,2,23.5
"ESS3e03_7",3,"3.7","01.12.2018",267,"AT",0.4143,0.32204348,0.28911608,8,3,88,4,4,4,1,7,,,2,88,88,1,25.5
"ESS3e03_7",3,"3.7","01.12.2018",269,"AT",0.8286,0.6725367,0.28911608,5,2,88,4,6,2,1,6,,,2,88,5,2,30
"ESS3e03_7",3,"3.7","01.12.2018",270,"AT",0.4143,0.33626834,0.28911608,5,2,6,4,6,2,1,5,,,2,7,5,2,26
"ESS3e03_7",3,"3.7","01.12.2018",273,"AT",0.4143,0.38419417,0.28911608,77,7,77,7,77,77,7,77,,,2,6,7,1,36.08
"ESS3e03_7",3,"3.7","01.12.2018",275,"AT",0.4143,1.0062578,0.28911608,77,7,77,7,77,77,7,77,,,2,7,3,2,61.92
"ESS3e03_7",3,"3.7","01.12.2018",276,"AT",0.4143,0.75013036,0.28911608,4,8,5,4,9,88,2,88,,,2,88,88,1,25.5
"ESS3e03_7",3,"3.7","01.12.2018",281,"AT",0.4143,1.0062578,0.28911608,0,1,3,3,8,8,1,5,,,2,6,6,2,72.33
"ESS3e03_7",3,"3.7","01.12.2018",284,"AT",0.4143,0.37422615,0.28911608,9,1,2,2,8,6,1,10,,,2,88,7,1,28
"ESS3e03_7",3,"3.7","01.12.2018",291,"AT",0.8286,1.3517219,0.28911608,7,3,4,2,0,4,3,7,,,2,1,7,2,30.92
"ESS3e03_7",3,"3.7","01.12.2018",293,"AT",0.8286,1.3471749,0.28911608,8,1,2,2,6,4,1,10,,,2,6,4,2,47.08
"ESS3e03_7",3,"3.7","01.12.2018",294,"AT",0.8286,0.76838833,0.28911608,10,1,0,1,5,2,1,10,,,1,7,1,1,52.17
"ESS3e03_7",3,"3.7","01.12.2018",296,"AT",0.4143,0.38419417,0.28911608,7,2,3,2,8,5,1,10,,,2,6,4,1,37.92
"ESS3e03_7",3,"3.7","01.12.2018",297,"AT",1.2429,1.4124533,0.28911608,0,5,5,1,8,8,1,0,,,1,2,5,2,61.25
"ESS3e03_7",3,"3.7","01.12.2018",299,"AT",0.4143,0.38419417,0.28911608,0,1,88,3,10,0,1,10,,,2,1,10,1,40.42
"ESS3e03_7",3,"3.7","01.12.2018",300,"AT",1.6572,2.6410234,0.28911608,3,1,0,1,7,2,1,8,,,1,6,5,1,49.25
"ESS3e03_7",3,"3.7","01.12.2018",302,"AT",0.8286,0.44318175,0.28911608,4,2,88,2,9,6,1,5,,,2,88,6,2,43.33
"ESS3e03_7",3,"3.7","01.12.2018",303,"AT",0.8286,0.44318175,0.28911608,5,2,88,3,10,9,1,5,,,2,6,7,2,46.33
"ESS3e03_7",3,"3.7","01.12.2018",306,"AT",0.4143,0.38419417,0.28911608,6,2,88,2,9,1,1,5,,,2,88,6,1,52.92
"ESS3e03_7",3,"3.7","01.12.2018",308,"AT",1.6572,1.5591363,0.28911608,88,2,88,3,9,8,2,88,,,2,6,5,2,18.5
"ESS3e03_7",3,"3.7","01.12.2018",309,"AT",0.4143,0.33626834,0.28911608,5,2,5,3,4,8,2,5,,,2,6,5,2,33.58
"ESS3e03_7",3,"3.7","01.12.2018",311,"AT",1.2429,0.6647726,0.28911608,7,2,4,2,5,8,1,6,,,2,6,5,2,47.67
"ESS3e03_7",3,"3.7","01.12.2018",312,"AT",0.8286,1.019823,0.28911608,10,2,7,1,9,8,1,7,,,2,2,9,1,80.67
"ESS3e03_7",3,"3.7","01.12.2018",314,"AT",0.4143,0.67770845,0.28911608,5,2,88,3,8,6,2,5,,,2,2,5,1,79.83
"ESS3e03_7",3,"3.7","01.12.2018",315,"AT",2.0715,1.8685338,0.28911608,7,2,7,3,10,10,1,3,,,2,6,8,1,45.25
"ESS3e03_7",3,"3.7","01.12.2018",317,"AT",0.4143,1.0062578,0.28911608,0,8,88,2,4,88,1,88,,,2,88,5,2,83.67
"ESS3e03_7",3,"3.7","01.12.2018",318,"AT",1.6572,2.6410234,0.28911608,88,4,8,3,8,3,1,2,,,1,7,0,1,40.5
"ESS3e03_7",3,"3.7","01.12.2018",324,"AT",0.8286,0.44318175,0.28911608,4,1,4,3,9,6,1,4,,,2,2,8,2,45.75
"ESS3e03_7",3,"3.7","01.12.2018",326,"AT",0.4143,0.33626834,0.28911608,4,2,88,3,8,6,7,6,,,2,6,88,2,32
"ESS3e03_7",3,"3.7","01.12.2018",327,"AT",1.2429,1.1525825,0.28911608,4,2,3,3,8,5,1,7,,,2,6,4,1,53.83
"ESS3e03_7",3,"3.7","01.12.2018",329,"AT",0.8286,1.019823,0.28911608,0,2,3,2,3,8,1,7,,,8,5,6,1,69
"ESS3e03_7",3,"3.7","01.12.2018",332,"AT",1.2429,1.0088049,0.28911608,88,2,88,3,10,1,2,6,,,2,6,4,2,21.08
"ESS3e03_7",3,"3.7","01.12.2018",333,"AT",0.8286,1.3205117,0.28911608,4,1,3,1,3,5,1,5,,,2,2,7,1,44.17
"ESS3e03_7",3,"3.7","01.12.2018",335,"AT",0.4143,0.22159088,0.28911608,6,2,3,3,7,6,1,7,,,2,7,0,2,45.42
"ESS3e03_7",3,"3.7","01.12.2018",336,"AT",0.8286,0.76838833,0.28911608,5,4,7,3,9,5,1,6,,,2,4,4,1,40.5
"ESS3e03_7",3,"3.7","01.12.2018",338,"AT",0.8286,0.94163555,0.28911608,5,3,7,3,7,8,1,7,,,2,1,7,2,74.25
"ESS3e03_7",3,"3.7","01.12.2018",339,"AT",1.2429,0.6647726,0.28911608,1,2,88,3,9,4,1,7,,,2,6,0,2,46.17
"ESS3e03_7",3,"3.7","01.12.2018",350,"AT",1.6572,0.8863635,0.28911608,7,3,5,3,10,6,1,4,,,1,6,7,2,47.67
"ESS3e03_7",3,"3.7","01.12.2018",353,"AT",1.6572,3.0005214,0.28911608,2,4,7,2,9,7,1,6,,,1,6,5,1,28.83
"ESS3e03_7",3,"3.7","01.12.2018",356,"AT",1.2429,1.4124533,0.28911608,5,3,5,1,9,7,1,8,,,2,2,6,2,59.58
"ESS3e03_7",3,"3.7","01.12.2018",357,"AT",0.8286,0.44318175,0.28911608,3,1,5,2,8,7,1,7,,,2,7,4,2,54.33
"ESS3e03_7",3,"3.7","01.12.2018",360,"AT",0.8286,0.7484523,0.28911608,2,1,5,3,9,8,1,5,,,2,6,4,1,29.5
"ESS3e03_7",3,"3.7","01.12.2018",362,"AT",0.8286,0.76838833,0.28911608,8,2,6,2,6,2,1,7,,,2,88,6,1,35.5
"ESS3e03_7",3,"3.7","01.12.2018",363,"AT",1.2429,1.1211203,0.28911608,2,2,4,4,6,3,2,5,,,2,5,2,1,37.75
"ESS3e03_7",3,"3.7","01.12.2018",365,"AT",0.4143,0.22159088,0.28911608,8,2,7,1,5,7,1,9,,,2,7,7,2,42.5
"ESS3e03_7",3,"3.7","01.12.2018",366,"AT",0.8286,1.3554169,0.28911608,8,2,7,1,8,6,1,9,,,8,6,8,1,67.5
"ESS3e03_7",3,"3.7","01.12.2018",368,"AT",0.4143,0.22159088,0.28911608,8,2,6,3,9,5,1,9,,,2,7,0,2,36.5
"ESS3e03_7",3,"3.7","01.12.2018",369,"AT",2.0715,1.8685338,0.28911608,5,2,6,3,6,5,1,9,,,2,3,10,1,44.92
"ESS3e03_7",3,"3.7","01.12.2018",371,"AT",0.8286,0.6725367,0.28911608,7,2,5,3,5,5,1,8,,,2,5,6,2,32.5
"ESS3e03_7",3,"3.7","01.12.2018",372,"AT",0.8286,0.76838833,0.28911608,8,2,5,3,9,5,1,9,,,2,7,1,1,37.5
"ESS3e03_7",3,"3.7","01.12.2018",377,"AT",0.8286,0.94163555,0.28911608,0,1,88,2,10,8,2,0,,,2,1,6,2,69.83
"ESS3e03_7",3,"3.7","01.12.2018",380,"AT",1.6572,0.8863635,0.28911608,3,2,5,3,10,10,1,8,,,2,1,10,2,48
"ESS3e03_7",3,"3.7","01.12.2018",384,"AT",0.8286,0.94163555,0.28911608,4,3,5,3,9,7,1,2,,,2,1,9,2,61.17
"ESS3e03_7",3,"3.7","01.12.2018",389,"AT",0.8286,1.019823,0.28911608,0,1,88,1,5,2,1,5,,,2,88,5,1,62.75
"ESS3e03_7",3,"3.7","01.12.2018",390,"AT",1.2429,1.1525825,0.28911608,5,8,3,1,10,8,1,5,,,2,5,7,1,45.17
"ESS3e03_7",3,"3.7","01.12.2018",392,"AT",1.2429,0.6647726,0.28911608,6,2,88,3,9,6,1,5,,,2,4,6,2,40.75
"ESS3e03_7",3,"3.7","01.12.2018",396,"AT",0.8286,1.3205117,0.28911608,3,2,7,1,8,3,1,7,,,2,2,8,1,49.5
"ESS3e03_7",3,"3.7","01.12.2018",398,"AT",1.2429,0.96613044,0.28911608,0,5,9,1,7,7,3,1,,,2,1,8,1,17.17
"ESS3e03_7",3,"3.7","01.12.2018",401,"AT",1.2429,1.5297345,0.28911608,8,2,5,2,10,8,1,5,,,2,7,6,1,56
"ESS3e03_7",3,"3.7","01.12.2018",402,"AT",1.6572,1.3450733,0.28911608,4,4,5,3,6,8,3,10,,,1,1,9,2,18.17
"ESS3e03_7",3,"3.7","01.12.2018",405,"AT",1.2429,0.96613044,0.28911608,7,4,7,3,6,2,3,2,,,2,7,1,1,17.5
"ESS3e03_7",3,"3.7","01.12.2018",407,"AT",0.4143,1.0062578,0.28911608,7,2,88,3,5,8,1,7,,,2,1,6,2,58.08
"ESS3e03_7",3,"3.7","01.12.2018",408,"AT",1.6572,1.3450733,0.28911608,4,3,88,3,8,8,1,5,,,2,7,0,2,20.33
"ESS3e03_7",3,"3.7","01.12.2018",414,"AT",1.2429,1.5297345,0.28911608,4,4,4,2,5,4,2,7,,,2,7,5,1,57.17
"ESS3e03_7",3,"3.7","01.12.2018",416,"AT",1.6572,2.039646,0.28911608,10,2,5,2,8,10,1,5,,,2,7,5,1,61.67
"ESS3e03_7",3,"3.7","01.12.2018",419,"AT",1.6572,0.8863635,0.28911608,5,2,3,2,9,9,1,7,,,2,6,1,2,50.17
"ESS3e03_7",3,"3.7","01.12.2018",420,"AT",1.2429,0.6647726,0.28911608,3,3,88,3,10,5,1,0,,,2,1,5,2,42.42
"ESS3e03_7",3,"3.7","01.12.2018",422,"AT",0.8286,0.76838833,0.28911608,8,5,5,4,7,2,2,0,,,1,7,0,1,35.42
